,Created at,User ID,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
291,Wed Apr 13 08:42:38 +0000 2022,1514162130601316356,Mazi Uche,"@OgbeniDipo Person go anger you, and people will focus on your retaliation., 😪",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
292,Wed Apr 13 08:34:42 +0000 2022,1514160134494240774,Mazi Uche,"@OgbeniDipo Talk true, if Chelsea had won, we no for hear word lol",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
293,Wed Apr 13 07:06:28 +0000 2022,1514137929173676040,Mazi Uche,@MrOdanz Omo i already cut data to my WhatsApp 🤣🤣🤣,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
294,Wed Apr 13 01:13:00 +0000 2022,1514048978245009418,Mazi Uche,@AlchemistRing Comic captain marvel is way stronger than wonder woman,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
295,Tue Apr 12 22:31:05 +0000 2022,1514008229038235652,Mazi Uche,@kennagq Fax!,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
296,Tue Apr 12 22:26:20 +0000 2022,1514007035318312960,Mazi Uche,@MrOdanz Chelsea nearly stain this white 😭,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
297,Tue Apr 12 22:25:35 +0000 2022,1514006844871786497,Mazi Uche,"@UgwunnaEjikem As a cr7 support, I sympathize.
As a Madrista, 🤣🤣",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
298,Tue Apr 12 22:19:40 +0000 2022,1514005356598415364,Mazi Uche,"@Letter_to_Jack There are five stages of grief – denial, anger, bargaining, depression and acceptance.. Which one is this🤣🤣",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
299,Tue Apr 12 22:11:20 +0000 2022,1514003257336737795,Mazi Uche,"@MrOdanz Make i no lie, I nearly lost hope lol. The 3-0 was unreal from Chelsea",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
300,Tue Apr 12 21:59:29 +0000 2022,1514000276000325645,Mazi Uche,"@Elkrosmediahub I like as we humbled y'all..
I wish we won sha",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
301,Tue Apr 12 21:49:05 +0000 2022,1513997658775601152,Mazi Uche,"Hala Madrid.

Mehn this night sweet.
Chelsea can take comfort that they won 🤣",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
302,Tue Apr 12 21:48:17 +0000 2022,1513997458061287426,Mazi Uche,@preciousababio Talk am again if you get mind 🤣,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
303,Tue Apr 12 21:47:51 +0000 2022,1513997347881160704,Mazi Uche,@MrOdanz @ThisIzOVO @Ajibbsjr @el_shinkafi @umarkhalifa19 My name no dey there 🥲.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
304,Tue Apr 12 21:41:21 +0000 2022,1513995714703024136,Mazi Uche,"@MrOdanz If we win this, Ballon for big benz!",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
305,Tue Apr 12 21:40:52 +0000 2022,1513995590794895365,Mazi Uche,@MrOdanz I swear!,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
306,Tue Apr 12 21:39:47 +0000 2022,1513995321369632777,Mazi Uche,@MrOdanz Boss we gather dey! Hala Madrid,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
307,Tue Apr 12 21:34:55 +0000 2022,1513994095961726986,Mazi Uche,@MrOdanz 🤣 🤣 🤣 🤣...,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
308,Tue Apr 12 20:28:17 +0000 2022,1513977326219972618,Mazi Uche,"@Sujodamystique @Chimmeriri I have a friend that sells dstv log in.
One device 15k per year. That's what I use. You… https://t.co/UFvWd7cSQA",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
309,Tue Apr 12 19:20:48 +0000 2022,1513960342455566351,Mazi Uche,@DondeonBeke The kids can call their father bastard. Just don't lump all men to it,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
310,Tue Apr 12 10:21:33 +0000 2022,1513824634696876032,Mazi Uche,"@AlchemistRing @TheBriDen Oh wow. Basmati is a nice rice. It doesn't take time to cook.
If it's not so damn expensive I would be eating it.",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
311,Tue Apr 12 09:02:46 +0000 2022,1513804808465047552,Mazi Uche,@chilotamojukwu Bumbum 👀,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
312,Tue Apr 12 08:56:58 +0000 2022,1513803351456206848,Mazi Uche,"@TheBriDen I switched to basmati for six months till I remembered I'm a student...
No be so money dey fall",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
313,Mon Apr 11 20:31:58 +0000 2022,1513615866809794568,Mazi Uche,"Anyone experienced with RASA on m1 Mac?
I've tried everything to load trainer and I keep getting errors 🥲",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
314,Sun Apr 10 16:30:02 +0000 2022,1513192593710096385,Mazi Uche,@briantheruller I'm that someone,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
315,Sun Apr 10 11:19:07 +0000 2022,1513114345902952455,Mazi Uche,"@Sujodamystique 🤣 🤣 🤣. Like, who dash them that statistics?",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
316,Sun Apr 10 08:33:21 +0000 2022,1513072631435640832,Mazi Uche,"@Nekie_neka @elMunir5 Lol I'm 3.6... And cut off is 4.5.
Applying is probably futile. 
I just gotta accept I'll hav… https://t.co/sG04O0PhGw",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
317,Sun Apr 10 08:27:45 +0000 2022,1513071221004451843,Mazi Uche,"@Nekie_neka @elMunir5 Asin.
I no bother again...
I'm barely in 2:1 lol",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
318,Sun Apr 10 08:03:36 +0000 2022,1513065145437728774,Mazi Uche,"@Morris_Monye 😅.

Post junior roles too 😅",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
319,Sat Apr 09 10:28:40 +0000 2022,1512739262025895938,Mazi Uche,@esthery_a Hands down my favorite KDrama so far.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
320,Sat Apr 09 09:06:35 +0000 2022,1512718604894187527,Mazi Uche,@pineapplesdee @black_Adam0712 @Letter_to_Jack But egusi is objectively the goat of soups 👀,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
321,Sat Apr 09 08:45:51 +0000 2022,1512713391118368770,Mazi Uche,@AAAGadgetPlug @VamosHandle @Elkrosmediahub I stand corrected. Thanks.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
322,Sat Apr 09 08:32:19 +0000 2022,1512709984836018176,Mazi Uche,@IcyChandor @Letter_to_Jack Small joke no dey get to me lmao,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
323,Sat Apr 09 07:25:06 +0000 2022,1512693067509374978,Mazi Uche,@Letter_to_Jack Ps. Egusi is the goat of soups,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
324,Sat Apr 09 07:24:19 +0000 2022,1512692871350169600,Mazi Uche,@Letter_to_Jack But that pepper joke is funny 🤣🤣.  I didn't expect it 🤣,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
325,Sat Apr 09 07:20:50 +0000 2022,1512691995227181057,Mazi Uche,@VamosHandle @Elkrosmediahub They are thermoset plastic. Small hot water won't damage it.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
326,Sat Apr 09 07:19:00 +0000 2022,1512691533501407239,Mazi Uche,@naneekyo @inusa_aisha @Naija_PR Very much uncalled for,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
327,Sat Apr 09 07:13:07 +0000 2022,1512690052463312898,Mazi Uche,@esthery_a She will do a lot more damage lmao... That girl is crazy 😂😂,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
328,Fri Apr 08 23:15:11 +0000 2022,1512569776874393602,Mazi Uche,@esthery_a I like her.. She is chaotic 🤣.  I'm sure she caused at least 1 billion dollars in damages 😂😂,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
329,Fri Apr 08 23:02:21 +0000 2022,1512566546446573569,Mazi Uche,@esthery_a I didn't completely spoil it sha. There's still something to look out for lol,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
330,Fri Apr 08 23:01:46 +0000 2022,1512566399327158280,Mazi Uche,@esthery_a I'm soo sorry 😅😭,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
331,Fri Apr 08 22:58:16 +0000 2022,1512565517730693129,Mazi Uche,"@__LuQQQ When flight increased to 50k...
I laughed cos we go pay am.
If it gets to 100k,flight will still be filled up",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
332,Fri Apr 08 22:55:26 +0000 2022,1512564804992520199,Mazi Uche,@the_bibie It completely killed it for me too😪,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
333,Fri Apr 08 22:51:11 +0000 2022,1512563737592569864,Mazi Uche,@BurakzRM Madrid is known for big names. We want his name. Period,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
334,Fri Apr 08 22:48:15 +0000 2022,1512562998359076867,Mazi Uche,@r1c1 I use python instead to work 😅,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
335,Fri Apr 08 22:47:36 +0000 2022,1512562835548741642,Mazi Uche,@esthery_a I hate that cancer thingy... I kept hoping she'd get better like in crazy love.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
336,Fri Apr 08 22:03:02 +0000 2022,1512551620441219075,Mazi Uche,Am I the only one that stopped watching thirty nine because Jeon MI-do might die anytime 😭,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
337,Fri Apr 08 21:09:09 +0000 2022,1512538059899912192,Mazi Uche,"@esthery_a I honestly didn't see it coming😅.
In later episode, Dude was falling for her but still made her clean the house 🤣",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
338,Fri Apr 08 21:05:18 +0000 2022,1512537088331296768,Mazi Uche,"@esthery_a When I found out he didn't really loose his memory 💀.
Before that I thought it was very predictable.",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
339,Fri Apr 08 20:38:10 +0000 2022,1512530261405224962,Mazi Uche,@esthery_a I knew you'd love it,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
340,Fri Apr 08 08:42:03 +0000 2022,1512350045487738880,Mazi Uche,@chilotamojukwu 🥲,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
341,Fri Apr 08 07:22:40 +0000 2022,1512330066730139648,Mazi Uche,@chilotamojukwu But it is. 👀,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
342,Thu Apr 07 19:08:55 +0000 2022,1512145411649200129,Mazi Uche,@_mvyowa You fit mentor your boy on how to get roles? Even internships 🙈,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
343,Thu Apr 07 19:04:23 +0000 2022,1512144271574548489,Mazi Uche,"@Morris_Monye To graduate 😅.
Asuu 😭",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
344,Thu Apr 07 19:02:11 +0000 2022,1512143719465734153,Mazi Uche,@_mvyowa @HelloFresh Congratulations boss,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
345,Thu Apr 07 18:15:53 +0000 2022,1512132067856891912,Mazi Uche,@MrOdanz Do you use creatine? Is it advisable for beginners?,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
346,Thu Apr 07 13:48:30 +0000 2022,1512064778566397967,Mazi Uche,@SheddykingA https://t.co/odnaKGrsI5,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
347,Thu Apr 07 13:48:09 +0000 2022,1512064691715018765,Mazi Uche,"@Zed_the_freak You have to passionate about it.
If you're new to programming languages, I'll suggest start with SQL… https://t.co/FpKP0BZrtJ",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
348,Thu Apr 07 13:24:40 +0000 2022,1512058779172577281,Mazi Uche,As a newbie in Data Science. First take courses. Get familiar with the tools you will be using don't just Google so… https://t.co/ZSJy27b23P,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
349,Thu Apr 07 09:41:42 +0000 2022,1512002669023571973,Mazi Uche,"@Letter_to_Jack Now, Say this without crying 🤣",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
350,Wed Apr 06 21:52:13 +0000 2022,1511824119444221956,Mazi Uche,@Letter_to_Jack Here bag of rice na 3-1 👀,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
351,Wed Apr 06 21:02:46 +0000 2022,1511811678534619147,Mazi Uche,@Letter_to_Jack 🤣 🤣,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
352,Wed Apr 06 20:54:57 +0000 2022,1511809710994989071,Mazi Uche,@MrOdanz 🤣 🤣 🤣,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
353,Wed Apr 06 17:44:42 +0000 2022,1511761831710371845,Mazi Uche,"@BashirAhmaad @dominosng you hear am?

@Shoprite_NG you hear am?",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
354,Wed Apr 06 07:16:02 +0000 2022,1511603621217116165,Mazi Uche,"@Nekie_neka You're doing what you enjoy now, that's what matters 😉",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
355,Wed Apr 06 07:15:22 +0000 2022,1511603452698411009,Mazi Uche,@Nekie_neka One of the best this year! You'll enjoy it,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
356,Wed Apr 06 07:14:17 +0000 2022,1511603180907511814,Mazi Uche,@Nekie_neka Computer Science,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
357,Wed Apr 06 03:01:55 +0000 2022,1511539672610222081,Mazi Uche,"@Nekie_neka What did you study?

I won't change mine tho. Been my dream since secondary school",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
358,Tue Apr 05 21:21:39 +0000 2022,1511454040521154573,Mazi Uche,@Nekie_neka 1kg chicken*,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
359,Tue Apr 05 21:21:06 +0000 2022,1511453903086395402,Mazi Uche,"@Nekie_neka I think the no just like the Twitter lol. Last time I bought 1k meat na 5 pieces.
1kg meat (two laps) i… https://t.co/SIN3IE2wIa",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
360,Mon Apr 04 19:29:09 +0000 2022,1511063343548751873,Mazi Uche,@esthery_a Loving it so far. It has a good plot twist. I'm sure you'll enjoy it,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
361,Mon Apr 04 18:45:06 +0000 2022,1511052255188901895,Mazi Uche,@esthery_a You following crazy love too? They are similar,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
362,Mon Apr 04 17:02:34 +0000 2022,1511026454431248388,Mazi Uche,@UgwunnaEjikem Like a dead man can tall tales lol,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
363,Mon Apr 04 15:54:50 +0000 2022,1511009407873728516,Mazi Uche,@TheBriDen Acess bank Xclusive card gives you access to lounges 6x in a year sha,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
364,Mon Apr 04 10:35:35 +0000 2022,1510929064445493252,Mazi Uche,@praisegeorge @OgbeniDipo @MrOdanz suppose give am lessons on blocking trolls lol,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
365,Mon Apr 04 08:19:20 +0000 2022,1510894778308861953,Mazi Uche,@_mvyowa People sabi cook 🤣,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
366,Mon Apr 04 07:58:52 +0000 2022,1510889625694490633,Mazi Uche,"@Morris_Monye I used to spend 20k.
5k each week",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
367,Mon Apr 04 07:57:32 +0000 2022,1510889288686256134,Mazi Uche,@_PLICE creatine*,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
368,Mon Apr 04 00:35:20 +0000 2022,1510778008654827521,Mazi Uche,"@_PLICE Hi, I want to know if you use Cretine? Does it help work out especially for beginners?",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
369,Mon Apr 04 00:27:43 +0000 2022,1510776092206018579,Mazi Uche,"@PRND23L Lol. Not even upto davido 15% listeners.
Talk of wizkid https://t.co/QkbjY8lTAQ",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
370,Sun Apr 03 08:35:35 +0000 2022,1510536479516336128,Mazi Uche,@De_lytbringa @dharmieKING He is still young. Hopefully it gets better.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
371,Sun Apr 03 08:26:08 +0000 2022,1510534100133855233,Mazi Uche,"@EmeriaGodwin @seyiamakinde Same @OPay_NG .
How is it easy to get an opay account 😪",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
372,Sat Apr 02 13:41:14 +0000 2022,1510251008903069698,Mazi Uche,@KingzyArt @Nekie_neka 💯,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
373,Sat Apr 02 13:41:10 +0000 2022,1510250992960524290,Mazi Uche,@Nekie_neka Happy birthday 🎂,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
374,Thu Mar 31 20:19:19 +0000 2022,1509626416287162369,Mazi Uche,@Nekie_neka Wait... The woman from Something in the Rain? Looks so much like her,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
375,Wed Mar 30 21:29:37 +0000 2022,1509281720381714432,Mazi Uche,@ToyosiGodwin Test rather,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
376,Wed Mar 30 21:29:31 +0000 2022,1509281694821535746,Mazi Uche,@ToyosiGodwin Taking an exam,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
377,Wed Mar 30 15:09:20 +0000 2022,1509186019115122691,Mazi Uche,"@Letter_to_Jack Hi, Pls check dm 🙏🏿",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
378,Wed Mar 30 15:05:34 +0000 2022,1509185068102782987,Mazi Uche,@OPay_NG should stop issuing easy account numbers fraudsters and blackmailers are taking advantage of it,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
379,Wed Mar 30 13:15:30 +0000 2022,1509157368273281036,Mazi Uche,"@AlchemistRing It will. Keep grinding.
I see your progress!",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
380,Wed Mar 30 09:30:32 +0000 2022,1509100756233764872,Mazi Uche,@_PLICE I just select something I want to wear thst day (maybe shirt or shoe) then I build around it.,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
381,Wed Mar 30 08:12:15 +0000 2022,1509081053717221376,Mazi Uche,@Obi_Obi_Chukwu @MrOdanz I'm always on low cut now lol https://t.co/hIIQqXJJLe,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
382,Wed Mar 30 07:17:15 +0000 2022,1509067212862152704,Mazi Uche,@MrOdanz Can we see your setup?,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
383,Wed Mar 30 07:16:18 +0000 2022,1509066976097968131,Mazi Uche,"I have a confession...
I'd rather spend time on Stackoverflow while using python for EDA than use excel 😬",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
384,Wed Mar 30 07:14:01 +0000 2022,1509066398290563073,Mazi Uche,@Letter_to_Jack My Madrid go shame you,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
385,Wed Mar 30 07:12:05 +0000 2022,1509065914515398660,Mazi Uche,@MrOdanz Don't mind me... Its just receding,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
386,Wed Mar 30 07:11:26 +0000 2022,1509065750178410499,Mazi Uche,"@MrOdanz Belike na alopecia 🤣
Immediately i got full beards",Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
387,Wed Mar 30 07:10:33 +0000 2022,1509065525485256708,Mazi Uche,@MrOdanz Let's see full results 👀,Data Scientist | Lil Wayne | Real Madrid,,463,1064,1284,http://pbs.twimg.com/profile_images/1408673250599657475/eGNfPEEy_normal.jpg
